episode_id,filename,class_label,split,generation_phase,candidate_attempt_index,saved_episode_index,seed,duration,initial_mid_price,tick_size,min_spread,depth_levels,base_order_rate,volatility_regime,imbalance_regime,burstiness_regime,cancellation_regime,imbalance,burstiness,trend_regime,cluster_regime,iceberg_count,buy_iceberg_count,sell_iceberg_count,num_market_makers,num_fake_icebergs,num_regime_shifts,iceberg_timing_style,iceberg_placement_style,liquidity_profile_style,difficulty_bucket,had_positive_support,positive_support_strength,iceberg_became_meaningful,hard_negative_types,num_rows,num_events_approx,num_trades,total_volume,snapshot_interval,mean_spread,mean_depth
ep_017195,ep_017195.csv,noniceberg,test,noniceberg_phase,4251,17195,925019163,353.576795,218.4,0.05,0.22038491811267455,5,1.7111529265794523,calm,strong_sell,calm,0.430259,-0.6209430708792556,0.079201,0.307207,0.575862,0,0,0,1,2,2,none,none,flat,hard_negative,False,0.0,False,"{""large_visible"": 0.22967925064996347, ""sliced_visible"": 0.29714644052714984, ""churn"": 0.30760185615138824, ""multi_refill"": 0.22189906567171636, ""noise"": 0.4400139476613506, ""directional"": 0.25649362355115607}",210,2402,116,7223,1.6841,0.055714,168123.88
ep_017196,ep_017196.csv,noniceberg,test,noniceberg_phase,4252,17196,926316187,569.923145,26.42,0.02,0.6277900114844925,4,0.9797207106261997,normal,strong_sell,bursty,0.349305,-0.776418575931087,0.416578,0.232438,0.501644,0,0,0,0,1,0,none,none,random,hard_negative,False,0.0,False,"{""large_visible"": 0.2862752891537272, ""sliced_visible"": 0.3170401262683674, ""churn"": 0.25112373192007753, ""multi_refill"": 0.3148211519708094, ""noise"": 0.1695809958925677, ""directional"": 0.48324324661258494}",361,1190,148,11065,1.5829,0.030249,475713.01
ep_017197,ep_017197.csv,noniceberg,train,noniceberg_phase,4253,17197,927268494,391.5405999999999,216.58,0.05,0.5818844126102642,10,19.05175099149659,calm,neutral,normal,0.148365,-0.13104874842446002,0.309926,0.879169,0.181347,3,1,2,1,0,1,clustered,deeper,decay_linear,hard_negative,True,0.5557,False,"{""large_visible"": 0.3276567859024485, ""sliced_visible"": 0.18111879623139632, ""churn"": 0.38155486386529003, ""multi_refill"": 0.2714219595813802, ""noise"": 0.231701238790606, ""directional"": 0.47008944138033515}",324,4700,393,30584,1.2122,0.052315,784635.18
ep_017198,ep_017198.csv,noniceberg,test,noniceberg_phase,4254,17198,928872726,302.14655,297.69,0.01,1.4975099536265903,6,2.50698902338183,calm,mild_sell,normal,0.197503,-0.21197519605539117,0.320131,0.356017,0.289199,0,0,0,1,2,0,none,none,decay_linear,easy_negative,False,0.0,False,"{""large_visible"": 0.11656938603666941, ""sliced_visible"": 0.06298256430487535, ""churn"": 0.1827601801907764, ""multi_refill"": 0.05031184485379275, ""noise"": 0.3784971015205483, ""directional"": 0.2696517088342}",192,9347,249,22186,1.5745,0.017344,425974.71
ep_017199,ep_017199.csv,noniceberg,test,noniceberg_phase,4255,17199,930026498,240.0,117.66,0.01,1.4957755818393392,4,1.316188658769963,calm,strong_buy,normal,0.170584,0.6967766374743617,0.369596,-0.076135,0.255305,0,0,0,2,1,1,none,none,inverted,hard_negative,False,0.0,False,"{""large_visible"": 0.06041403724499707, ""sliced_visible"": 0.3142726398302181, ""churn"": 0.377378230289544, ""multi_refill"": 0.2634316656688821, ""noise"": 0.23294666206726503, ""directional"": 0.24272016045659325}",365,2465,154,5908,0.6586,0.015233,29751.75
ep_017200,ep_017200.csv,noniceberg,test,noniceberg_phase,4256,17200,930210198,569.8328949999999,227.58,0.02,0.5568889149688678,8,5.573076152092647,normal,strong_buy,calm,0.069626,0.7965768387651725,0.082338,-0.056996,0.499139,0,0,0,3,2,1,none,none,humped,hard_negative,False,0.0,False,"{""large_visible"": 0.22960995525562167, ""sliced_visible"": 0.10218464775105944, ""churn"": 0.14161104530847596, ""multi_refill"": 0.2679118930580464, ""noise"": 0.23635200453042235, ""directional"": 0.49061679629689664}",250,8371,262,21351,2.2807,0.0264,455409.5
ep_017201,ep_017201.csv,noniceberg,train,noniceberg_phase,4257,17201,931209429,675.60675,22.56,0.05,0.5441376690536761,8,0.9743127450331406,normal,neutral,normal,0.192462,0.09839316868201142,0.365236,-0.477251,0.590164,0,0,0,3,2,1,none,none,random,hard_negative,False,0.0,False,"{""large_visible"": 0.26242076855086555, ""sliced_visible"": 0.296093014995736, ""churn"": 0.32569562664320556, ""multi_refill"": 0.3261686143902987, ""noise"": 0.3147446369268808, ""directional"": 0.2231333671653618}",309,27463,172,12316,2.1882,0.051618,349844.88
ep_017202,ep_017202.csv,noniceberg,train,noniceberg_phase,4258,17202,933208212,90.0,56.76,0.05,0.8940642200116875,4,1.779704710656521,calm,neutral,normal,0.191826,-0.07232119891180566,0.313025,0.580811,0.617283,0,0,0,0,1,2,none,none,random,hard_negative,False,0.0,False,"{""large_visible"": 0.24584345847137873, ""sliced_visible"": 0.27915564563947726, ""churn"": 0.29611940062999853, ""multi_refill"": 0.34543600808538233, ""noise"": 0.34717484288889267, ""directional"": 0.3592094292575414}",273,325,48,2393,0.3308,0.076923,109377.97
ep_017203,ep_017203.csv,noniceberg,train,noniceberg_phase,4259,17203,933386877,240.0,209.11,0.01,1.3371413606692175,10,8.721318880658032,normal,mild_buy,calm,0.186089,0.26605992949197954,0.14342,-0.85436,0.78934,0,0,0,1,1,2,none,none,humped,hard_negative,False,0.0,False,"{""large_visible"": 0.10084344825362397, ""sliced_visible"": 0.31344281988161565, ""churn"": 0.277994587779955, ""multi_refill"": 0.23888473333447008, ""noise"": 0.25283738032848857, ""directional"": 0.41811863314619024}",292,4929,85,7967,0.8236,0.015445,380151.54
ep_017204,ep_017204.csv,noniceberg,test,noniceberg_phase,4260,17204,934540302,197.77232999999998,228.88,0.05,0.9153429494247471,13,4.643531918767451,noisy,strong_sell,normal,0.149195,-0.5323926372045582,0.152744,0.577156,0.209633,0,0,0,3,4,1,none,none,decay_linear,hard_negative,False,0.0,False,"{""large_visible"": 0.2384611328144316, ""sliced_visible"": 0.22461673214329092, ""churn"": 0.3242313223146343, ""multi_refill"": 0.3388648654994706, ""noise"": 0.31823337858575007, ""directional"": 0.5459537777283184}",185,5119,314,26645,1.0731,0.056757,997508.66
ep_017205,ep_017205.csv,noniceberg,test,noniceberg_phase,4261,17205,935415048,576.346,62.58,0.01,0.6023534753195343,11,13.16302535601492,noisy,strong_buy,normal,0.485087,0.546715841407761,0.382493,-0.01349,0.540156,0,0,0,0,3,4,none,none,decay_exp,hard_negative,False,0.0,False,"{""large_visible"": 0.1146210774752793, ""sliced_visible"": 0.2555124761885901, ""churn"": 0.2406489155602725, ""multi_refill"": 0.284181494935488, ""noise"": 0.4885404481865965, ""directional"": 0.5184479510396758}",276,3249,237,21270,2.092,0.015217,260298.8
ep_017206,ep_017206.csv,noniceberg,test,noniceberg_phase,4262,17206,936955578,180.0,73.07,0.02,0.44867201220281194,11,3.347660639039371,noisy,mild_buy,normal,0.275795,0.36385059596458735,0.273377,-0.326274,0.085079,0,0,0,2,2,2,none,none,humped,hard_negative,False,0.0,False,"{""large_visible"": 0.27124663026813656, ""sliced_visible"": 0.31247546596117487, ""churn"": 0.26291192801011404, ""multi_refill"": 0.33341652984566156, ""noise"": 0.21572831674270776, ""directional"": 0.44754252355579816}",575,3349,264,19938,0.3134,0.020765,639731.03
ep_017207,ep_017207.csv,noniceberg,test,noniceberg_phase,4263,17207,937682160,135.75167499999998,35.62,0.02,1.1307480132343952,5,4.567446640239792,normal,strong_sell,normal,0.225752,-0.6521800193419109,0.31283,0.560882,0.13773,0,0,0,2,1,1,none,none,decay_exp,hard_negative,False,0.0,False,"{""large_visible"": 0.2341239907843135, ""sliced_visible"": 0.271143450641429, ""churn"": 0.24022153586970796, ""multi_refill"": 0.34800663932119313, ""noise"": 0.20132264973320751, ""directional"": 0.2918230964063797}",216,3038,324,20239,0.6295,0.032037,753124.63
ep_017208,ep_017208.csv,noniceberg,test,noniceberg_phase,4264,17208,939506117,247.47975,27.29,0.02,1.4540294249397645,7,3.121782428453837,noisy,neutral,bursty,0.137629,0.08464144930564255,0.465537,-0.163864,0.550199,0,0,0,0,2,0,none,none,decay_exp,hard_negative,False,0.0,False,"{""large_visible"": 0.13058809892892373, ""sliced_visible"": 0.20511986293374307, ""churn"": 0.2693101325528511, ""multi_refill"": 0.06568111147853657, ""noise"": 0.3513924665525338, ""directional"": 0.42013218077761294}",333,1403,163,14963,0.7443,0.037598,309425.59
ep_017209,ep_017209.csv,noniceberg,train,noniceberg_phase,4265,17209,940437682,120.0,23.69,0.05,0.6790384926576151,4,1.2417496618365678,calm,mild_buy,calm,0.131061,0.284679613899789,0.119288,0.762014,0.188196,0,0,0,0,2,0,none,none,decay_exp,hard_negative,False,0.0,False,"{""large_visible"": 0.16226444340616425, ""sliced_visible"": 0.2956430592324492, ""churn"": 0.39225576634482506, ""multi_refill"": 0.34729319192560604, ""noise"": 0.44359966584482835, ""directional"": 0.2417514430237133}",253,945,58,2939,0.4758,0.056719,257852.98
ep_017210,ep_017210.csv,noniceberg,test,noniceberg_phase,4266,17210,941234858,329.51776,148.89,0.02,1.3084067213889272,9,17.80741565233125,calm,strong_buy,calm,0.171161,0.8633456711446655,0.103777,0.942207,0.121894,0,0,0,1,1,2,none,none,flat,hard_negative,False,0.0,False,"{""large_visible"": 0.3251136604001172, ""sliced_visible"": 0.05850978930063298, ""churn"": 0.23783969737802274, ""multi_refill"": 0.15435910432601613, ""noise"": 0.48191358362204884, ""directional"": 0.32048578022327995}",136,3142,455,33813,2.4256,0.038676,930506.68
ep_017211,ep_017211.csv,noniceberg,test,noniceberg_phase,4267,17211,942224113,275.61989,41.28,0.02,0.8807825591061311,6,1.5959484445814422,normal,strong_sell,calm,0.153369,-0.8284325373928025,0.12899,-0.137929,0.093737,0,0,0,0,1,1,none,none,decay_exp,hard_negative,False,0.0,False,"{""large_visible"": 0.22029241054755055, ""sliced_visible"": 0.270575641036176, ""churn"": 0.36050323253632943, ""multi_refill"": 0.30032215216615116, ""noise"": 0.20641654517270164, ""directional"": 0.2976647675129647}",127,1104,223,13129,2.1814,0.022835,374907.59
ep_017212,ep_017212.csv,noniceberg,test,noniceberg_phase,4268,17212,942169238,473.25389999999993,172.33,0.01,0.9031425532708588,12,0.9131113923625087,calm,strong_sell,calm,0.153775,-0.625858867972389,0.11646,0.091844,0.528735,0,0,0,3,4,0,none,none,random,hard_negative,False,0.0,False,"{""large_visible"": 0.10715703477720932, ""sliced_visible"": 0.20665729297693364, ""churn"": 0.09603267806429988, ""multi_refill"": 0.2697214109114486, ""noise"": 0.2232925794457406, ""directional"": 0.40174113107966747}",200,8470,116,7407,2.3722,0.0177,658934.14
ep_017213,ep_017213.csv,noniceberg,test,noniceberg_phase,4269,17213,943353243,340.2852499999999,201.17,0.01,0.713966214982416,14,1.186822325441308,calm,strong_buy,bursty,0.585916,0.609973896529819,0.403411,0.80759,0.125617,0,0,0,2,4,2,none,none,humped,hard_negative,False,0.0,False,"{""large_visible"": 0.19100074168301667, ""sliced_visible"": 0.27230736090517094, ""churn"": 0.2704718652777678, ""multi_refill"": 0.3070366181783295, ""noise"": 0.40045899160945586, ""directional"": 0.34092793174985603}",338,9637,221,16524,1.009,0.010237,304828.11
ep_017214,ep_017214.csv,noniceberg,test,noniceberg_phase,4270,17214,944146233,83.80463,120.45,0.05,0.5458154249722442,12,0.8175882118930775,normal,mild_sell,normal,0.345927,-0.2588492467743394,0.384641,0.293631,0.74276,0,0,0,1,1,0,none,none,flat,hard_negative,False,0.0,False,"{""large_visible"": 0.3044208116654158, ""sliced_visible"": 0.22531672105086414, ""churn"": 0.2298785197327055, ""multi_refill"": 0.08886494543581208, ""noise"": 0.3974494215848058, ""directional"": 0.5408000783411289}",87,951,0,0,0.9694,0.077586,46027.52
ep_017215,ep_017215.csv,noniceberg,train,noniceberg_phase,4271,17215,945140143,208.17711,244.4,0.05,0.4369950938650279,12,16.101265774642467,calm,mild_buy,normal,0.143952,0.3774154845817167,0.256668,-0.942184,0.079416,0,0,0,2,1,2,none,none,flat,hard_negative,False,0.0,False,"{""large_visible"": 0.32741952365830396, ""sliced_visible"": 0.23553122287172323, ""churn"": 0.23553767604860248, ""multi_refill"": 0.20953048488146395, ""noise"": 0.2979820168073826, ""directional"": 0.51592786986892}",152,2848,299,28328,1.3782,0.052303,1244534.45
ep_017216,ep_017216.csv,noniceberg,test,noniceberg_phase,4272,17216,946086947,379.54086499999994,244.77,0.02,1.4545960301540641,13,10.51416389580114,calm,mild_buy,bursty,0.13541,0.27307316836493845,0.434541,0.819195,0.187741,0,0,0,1,4,2,none,none,decay_linear,hard_negative,False,0.0,False,"{""large_visible"": 0.32635643960657135, ""sliced_visible"": 0.10907798614824894, ""churn"": 0.3378842987309921, ""multi_refill"": 0.10055245824191883, ""noise"": 0.2505728634043795, ""directional"": 0.46480784277331605}",239,6482,919,104669,1.5917,0.02318,780194.3
ep_017217,ep_017217.csv,noniceberg,test,noniceberg_phase,4273,17217,947846628,180.0,197.59,0.05,1.1480965375294954,5,2.449461202363662,noisy,strong_buy,normal,0.199964,0.8534785342069947,0.178472,-0.366766,0.711408,0,0,0,2,1,1,none,none,humped,easy_negative,False,0.0,False,"{""large_visible"": 0.31729580019486275, ""sliced_visible"": 0.17022292958808988, ""churn"": 0.07095907798757761, ""multi_refill"": 0.12841547546434368, ""noise"": 0.3740290296458104, ""directional"": 0.2661057774273162}",126,3470,55,3832,1.4376,0.081349,289264.67
ep_017218,ep_017218.csv,noniceberg,test,noniceberg_phase,4274,17218,948436200,277.800615,161.82,0.02,0.7729884915912151,4,2.7798924977398327,calm,strong_sell,normal,0.33246,-0.6773643538216146,0.249969,-0.643688,0.035762,0,0,0,1,2,3,none,none,decay_linear,hard_negative,False,0.0,False,"{""large_visible"": 0.17049925585059378, ""sliced_visible"": 0.2848414110622367, ""churn"": 0.37901368984950096, ""multi_refill"": 0.33767527095446337, ""noise"": 0.40618636137458364, ""directional"": 0.4793986815997495}",169,3789,418,30021,1.6521,0.025799,310752.36
ep_017219,ep_017219.csv,noniceberg,test,noniceberg_phase,4275,17219,949928873,305.676275,50.12,0.02,0.708955825690097,13,3.2136393293968166,noisy,strong_sell,calm,0.127181,-0.7491602687684452,0.086365,0.511766,0.150534,0,0,0,1,1,2,none,none,random,hard_negative,False,0.0,False,"{""large_visible"": 0.21250156343825316, ""sliced_visible"": 0.2862452309051289, ""churn"": 0.29155928625374306, ""multi_refill"": 0.22157481595345335, ""noise"": 0.49011665136066296, ""directional"": 0.40441060711738075}",148,1818,288,25974,2.0759,0.020811,807044.78
ep_017220,ep_017220.csv,noniceberg,test,noniceberg_phase,4276,17220,950434238,240.0,254.16,0.05,1.3490454393667144,9,5.949431326586938,noisy,strong_sell,bursty,0.1458,-0.6574849548859062,0.566586,-0.706672,0.059924,0,0,0,2,1,1,none,none,humped,hard_negative,False,0.0,False,"{""large_visible"": 0.28048088520894665, ""sliced_visible"": 0.188853697885768, ""churn"": 0.35971818720189636, ""multi_refill"": 0.34625714961600196, ""noise"": 0.42327732390575934, ""directional"": 0.30804746989901977}",565,6222,518,33420,0.4251,0.056195,832260.64
ep_017221,ep_017221.csv,noniceberg,test,noniceberg_phase,4277,17221,951198057,280.76376,185.74,0.01,1.4364339195006728,11,8.8799217822484,calm,strong_buy,normal,0.346205,0.5111596628487242,0.220393,0.282965,0.101645,0,0,0,3,4,3,none,none,humped,hard_negative,False,0.0,False,"{""large_visible"": 0.06597303478412424, ""sliced_visible"": 0.2974267927672912, ""churn"": 0.34989388221017154, ""multi_refill"": 0.09630844646624241, ""noise"": 0.2924856202493147, ""directional"": 0.49790826576572333}",263,7081,391,39895,1.0708,0.011521,750926.11
ep_017222,ep_017222.csv,noniceberg,train,noniceberg_phase,4278,17222,952162806,240.0,168.44,0.05,1.3775522282313646,7,1.2898030631638147,calm,mild_buy,calm,0.560921,0.3493406717411437,0.141895,0.725718,0.5911,2,2,0,1,4,3,clustered,mixed,humped,hard_negative,True,0.3408,False,"{""large_visible"": 0.15021136348319633, ""sliced_visible"": 0.29371314192994163, ""churn"": 0.3039016109180649, ""multi_refill"": 0.10671511189114785, ""noise"": 0.41341391200281696, ""directional"": 0.4748326049124785}",210,5139,87,6930,1.1452,0.066667,327905.1
ep_017223,ep_017223.csv,noniceberg,test,noniceberg_phase,4279,17223,953519657,90.0,68.02,0.02,0.7761834379328871,12,0.9638223176477585,noisy,strong_buy,normal,0.205647,0.8558788476587834,0.35778,0.386186,0.45546,0,0,0,1,1,2,none,none,decay_linear,hard_negative,False,0.0,False,"{""large_visible"": 0.159833437796239, ""sliced_visible"": 0.21308514905908266, ""churn"": 0.3245387516352615, ""multi_refill"": 0.2809986576335845, ""noise"": 0.428535049759474, ""directional"": 0.5060450132390708}",138,717,21,1615,0.6541,0.031449,1556917.32
ep_017224,ep_017224.csv,noniceberg,test,noniceberg_phase,4280,17224,954272951,291.451735,293.25,0.01,1.2855888175809727,4,2.5716940427900195,calm,strong_buy,normal,0.09419,0.762864999247853,0.305542,-0.71773,0.08233,0,0,0,2,3,3,none,none,flat,hard_negative,False,0.0,False,"{""large_visible"": 0.23865306171966938, ""sliced_visible"": 0.21513973845687373, ""churn"": 0.3361091143291386, ""multi_refill"": 0.25059346972593816, ""noise"": 0.3899901991876411, ""directional"": 0.2662947758962634}",218,5384,376,28145,1.3397,0.010872,486341.67
ep_017225,ep_017225.csv,noniceberg,test,noniceberg_phase,4281,17225,955676831,306.27962,18.27,0.05,0.37154654308769575,12,12.74344197466444,noisy,mild_buy,bursty,0.214232,0.33716626985193365,0.516038,0.2547,0.275706,0,0,0,3,2,1,none,none,decay_linear,hard_negative,False,0.0,False,"{""large_visible"": 0.27067950315580896, ""sliced_visible"": 0.19554552093694094, ""churn"": 0.38920757382288923, ""multi_refill"": 0.3430161629214351, ""noise"": 0.30912776544083476, ""directional"": 0.2839006979364563}",225,13942,374,24633,1.3661,0.055333,579962.16
ep_017226,ep_017226.csv,noniceberg,train,noniceberg_phase,4282,17226,957102801,576.156475,181.98,0.05,1.2553684574506652,5,3.5396053348641994,calm,mild_buy,normal,0.506256,0.26932656799443067,0.305858,0.54221,0.194428,0,0,0,1,2,3,none,none,random,hard_negative,False,0.0,False,"{""large_visible"": 0.22548126629934923, ""sliced_visible"": 0.2494294520006241, ""churn"": 0.22931892332810636, ""multi_refill"": 0.2661347623124209, ""noise"": 0.35112760307620927, ""directional"": 0.217059982455709}",364,4620,531,30473,1.5835,0.05206,470859.09
ep_017227,ep_017227.csv,noniceberg,test,noniceberg_phase,4283,17227,958071216,479.98331999999994,150.18,0.01,1.0456919747465339,9,1.3459167285424796,noisy,strong_sell,normal,0.551439,-0.7151497580774265,0.314488,0.614639,0.362728,0,0,0,2,3,3,none,none,inverted,hard_negative,False,0.0,False,"{""large_visible"": 0.32564321928660794, ""sliced_visible"": 0.30706022212091105, ""churn"": 0.3782212309328481, ""multi_refill"": 0.34391893691750863, ""noise"": 0.2508246346303862, ""directional"": 0.2749555876643123}",215,17060,333,21718,2.2356,0.011535,558463.09
ep_017228,ep_017228.csv,noniceberg,train,noniceberg_phase,4284,17228,958726016,710.01632,147.8,0.02,1.0084322089312905,7,4.154421290445918,normal,mild_buy,normal,0.241376,0.28235377146443763,0.269214,0.81096,0.37625,0,0,0,1,2,1,none,none,inverted,hard_negative,False,0.0,False,"{""large_visible"": 0.1395326116245333, ""sliced_visible"": 0.2510969444229657, ""churn"": 0.3809616087092654, ""multi_refill"": 0.2125521004581498, ""noise"": 0.39420196757108494, ""directional"": 0.24689790556461116}",322,12420,312,19622,2.2112,0.02118,208762.3
ep_017229,ep_017229.csv,noniceberg,test,noniceberg_phase,4285,17229,959912408,644.935525,173.11,0.05,1.219830598821353,13,21.48104501485952,noisy,strong_sell,calm,0.685702,-0.7010441846171458,0.039327,0.266972,0.381895,0,0,0,3,1,3,none,none,flat,hard_negative,False,0.0,False,"{""large_visible"": 0.30004004513042876, ""sliced_visible"": 0.2840840446337085, ""churn"": 0.2890687045754343, ""multi_refill"": 0.24773140655807047, ""noise"": 0.39260397216131726, ""directional"": 0.3202649074323637}",285,9535,209,14578,2.2705,0.051754,749885.51
ep_017230,ep_017230.csv,noniceberg,test,noniceberg_phase,4286,17230,961118215,68.048025,159.1,0.01,1.3309629600490387,7,1.8552987644348766,normal,strong_buy,normal,0.165062,0.7721783661684424,0.284317,0.2233,0.214459,0,0,0,0,2,2,none,none,inverted,hard_negative,False,0.0,False,"{""large_visible"": 0.31752204966011893, ""sliced_visible"": 0.28759367931386276, ""churn"": 0.35470265356515707, ""multi_refill"": 0.3310385951041941, ""noise"": 0.3604833240013965, ""directional"": 0.2877361969987388}",252,405,48,2642,0.2703,0.011825,431287.87
ep_017231,ep_017231.csv,noniceberg,test,noniceberg_phase,4287,17231,961820081,552.564935,272.33,0.02,1.3038607669055757,9,5.030374875581363,noisy,strong_buy,calm,0.329909,0.5949432299540182,0.073661,0.559754,0.261018,0,0,0,1,2,0,none,none,decay_linear,hard_negative,False,0.0,False,"{""large_visible"": 0.0598334440350064, ""sliced_visible"": 0.08590200199780969, ""churn"": 0.05736424793714663, ""multi_refill"": 0.2773830723393134, ""noise"": 0.3980291578976185, ""directional"": 0.3924627656818136}",258,5736,452,30625,2.1463,0.035581,173782.47
ep_017232,ep_017232.csv,noniceberg,train,noniceberg_phase,4288,17232,962801724,685.8000599999999,218.91,0.05,0.8627905124203501,14,3.5437360563062015,normal,mild_buy,normal,0.196794,0.29804177583588587,0.247313,0.742951,0.156727,0,0,0,1,1,2,none,none,inverted,hard_negative,False,0.0,False,"{""large_visible"": 0.09488970292818844, ""sliced_visible"": 0.21491307469323825, ""churn"": 0.30174685232432735, ""multi_refill"": 0.21397524895432943, ""noise"": 0.2232898800967692, ""directional"": 0.31912386303377316}",356,7145,326,26074,1.9302,0.053371,493825.82
ep_017233,ep_017233.csv,noniceberg,train,noniceberg_phase,4289,17233,963359701,251.80424499999998,82.71,0.01,1.1660310614139482,8,3.263813039792306,calm,mild_sell,bursty,0.268782,-0.27359690971920425,0.609896,0.291048,0.077302,0,0,0,1,3,3,none,none,decay_linear,hard_negative,False,0.0,False,"{""large_visible"": 0.18590675877914525, ""sliced_visible"": 0.2072805779979784, ""churn"": 0.22246380274134683, ""multi_refill"": 0.2563697874425816, ""noise"": 0.417173863405933, ""directional"": 0.43382832231045376}",304,5878,414,33614,0.8309,0.011579,687466.86
ep_017234,ep_017234.csv,noniceberg,test,noniceberg_phase,4290,17234,963658067,112.19309999999999,42.03,0.01,0.36929990107310506,13,1.1472241939219725,calm,neutral,normal,0.317645,0.09538005426042806,0.313862,-0.117109,0.205855,0,0,0,0,3,3,none,none,decay_linear,hard_negative,False,0.0,False,"{""large_visible"": 0.17441106877149987, ""sliced_visible"": 0.14368416037537152, ""churn"": 0.3146455829787624, ""multi_refill"": 0.26926033262178933, ""noise"": 0.3081153617869978, ""directional"": 0.38719535148128836}",103,602,79,5526,1.0935,0.014175,556110.08
ep_017235,ep_017235.csv,noniceberg,train,noniceberg_phase,4291,17235,964903986,129.244555,144.96,0.01,0.29425356851996504,14,5.44662250421667,normal,mild_buy,normal,0.341232,0.20112013197061074,0.295284,0.988622,0.135668,0,0,0,0,2,1,none,none,flat,hard_negative,False,0.0,False,"{""large_visible"": 0.08252293573949335, ""sliced_visible"": 0.31495400781741834, ""churn"": 0.31578592019601726, ""multi_refill"": 0.20343094831648223, ""noise"": 0.3195653757731971, ""directional"": 0.3069205182993833}",321,1370,289,22034,0.4037,0.011869,470270.25
ep_017236,ep_017236.csv,noniceberg,test,noniceberg_phase,4292,17236,966384092,319.16437499999995,143.03,0.05,1.4256474011947848,11,15.102747482439167,noisy,mild_sell,normal,0.261906,-0.3264312929703308,0.331056,0.44657,0.185701,0,0,0,1,4,2,none,none,flat,hard_negative,False,0.0,False,"{""large_visible"": 0.24406747235916665, ""sliced_visible"": 0.2523881050323175, ""churn"": 0.05840680024648213, ""multi_refill"": 0.2521561567358429, ""noise"": 0.3727570565524441, ""directional"": 0.2825922653851518}",148,8319,378,29987,2.1675,0.06723,1234797.68
ep_017237,ep_017237.csv,noniceberg,test,noniceberg_phase,4293,17237,967340848,180.0,20.75,0.01,0.6775420866949697,13,5.151707878654174,noisy,mild_buy,normal,0.264711,0.30763948825732734,0.232205,0.011293,0.203419,0,0,0,2,1,3,none,none,humped,hard_negative,False,0.0,False,"{""large_visible"": 0.24377204033820898, ""sliced_visible"": 0.23614013085527447, ""churn"": 0.1459673916423474, ""multi_refill"": 0.225896997853072, ""noise"": 0.3646647294097669, ""directional"": 0.5102307639848984}",765,3007,342,24628,0.2353,0.011085,1246687.68
ep_017238,ep_017238.csv,noniceberg,train,noniceberg_phase,4294,17238,968639897,120.0,21.34,0.01,0.9286722244460246,6,5.619794871985075,calm,neutral,normal,0.422083,0.05330702045252922,0.319173,0.620538,0.819272,0,0,0,1,3,1,none,none,decay_exp,hard_negative,False,0.0,False,"{""large_visible"": 0.14417495141070477, ""sliced_visible"": 0.13905806709499718, ""churn"": 0.2577140133958557, ""multi_refill"": 0.25229239634505385, ""noise"": 0.4185590101443387, ""directional"": 0.3244738634170323}",316,1784,141,11257,0.3806,0.011108,164254.69
ep_017239,ep_017239.csv,noniceberg,test,noniceberg_phase,4295,17239,968923911,240.0,31.86,0.05,0.5454100697331168,7,0.8567588887096136,calm,strong_buy,normal,0.211883,0.4191393217379876,0.367842,-0.566006,0.148675,0,0,0,2,3,2,none,none,humped,hard_negative,False,0.0,False,"{""large_visible"": 0.12842439518294715, ""sliced_visible"": 0.30656833404536427, ""churn"": 0.2779588434723476, ""multi_refill"": 0.22406543507057577, ""noise"": 0.4024293897728596, ""directional"": 0.29896804676401406}",226,5869,102,6056,1.0628,0.081637,131110.36
ep_017240,ep_017240.csv,noniceberg,test,noniceberg_phase,4296,17240,970873764,205.59757499999998,212.28,0.02,1.2290819865526155,12,7.48643851682666,noisy,mild_buy,calm,0.319787,0.28729905399576283,0.148742,-0.334682,0.101331,0,0,0,0,1,4,none,none,decay_linear,hard_negative,False,0.0,False,"{""large_visible"": 0.2303129224582981, ""sliced_visible"": 0.2995008551174468, ""churn"": 0.2542275748168636, ""multi_refill"": 0.2908709737849121, ""noise"": 0.24214373616313634, ""directional"": 0.2025060881717631}",129,1417,373,22904,1.6031,0.02186,481690.43
ep_017241,ep_017241.csv,noniceberg,train,noniceberg_phase,4297,17241,972003249,574.6424599999999,130.99,0.02,1.4547878096625126,6,3.0922646827143185,calm,mild_buy,bursty,0.155859,0.16536938257898026,0.464949,-0.725481,0.122952,0,0,0,3,2,3,none,none,decay_exp,hard_negative,False,0.0,False,"{""large_visible"": 0.14459722912669926, ""sliced_visible"": 0.30290635123609355, ""churn"": 0.38738800318132993, ""multi_refill"": 0.21919270608001168, ""noise"": 0.33305650663479, ""directional"": 0.48669122945266136}",332,13572,455,31564,1.7332,0.031325,255505.6
ep_017242,ep_017242.csv,noniceberg,train,noniceberg_phase,4298,17242,972839787,390.03627499999993,286.0,0.01,0.3887266039178955,6,3.557552878838446,normal,neutral,normal,0.247864,-0.0589183250877543,0.198236,-0.608799,0.548179,0,0,0,3,1,4,none,none,flat,hard_negative,False,0.0,False,"{""large_visible"": 0.06585372533177701, ""sliced_visible"": 0.26456081222864486, ""churn"": 0.23341041888577968, ""multi_refill"": 0.2545676583834766, ""noise"": 0.19962863182406074, ""directional"": 0.2801003344923522}",252,7312,230,15095,1.5493,0.010238,219310.91
